,louvain,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
4,4,KEGG,KEGG:01100,Metabolic pathways,0.0222425273624335,True,Metabolic pathways,1537,184,53,8484,0.28804347826086957,0.034482758620689655,query_1,['KEGG:00000'],"['ENSG00000117305', 'ENSG00000088035', 'ENSG00000079739', 'ENSG00000142892', 'ENSG00000134202', 'ENSG00000143416', 'ENSG00000132196', 'ENSG00000116711', 'ENSG00000185420', 'ENSG00000171174', 'ENSG00000198130', 'ENSG00000144591', 'ENSG00000170266', 'ENSG00000023330', 'ENSG00000168306', 'ENSG00000114480', 'ENSG00000113924', 'ENSG00000114054', 'ENSG00000002549', 'ENSG00000170502', 'ENSG00000138801', 'ENSG00000138796', 'ENSG00000052802', 'ENSG00000109586', 'ENSG00000067113', 'ENSG00000133835', 'ENSG00000164904', 'ENSG00000072682', 'ENSG00000204386', 'ENSG00000170899', 'ENSG00000013375', 'ENSG00000132423', 'ENSG00000169919', 'ENSG00000171155', 'ENSG00000147383', 'ENSG00000047249', 'ENSG00000178538', 'ENSG00000147813', 'ENSG00000175283', 'ENSG00000121691', 'ENSG00000149809', 'ENSG00000110719', 'ENSG00000172269', 'ENSG00000107789', 'ENSG00000152556', 'ENSG00000136143', 'ENSG00000100889', 'ENSG00000119723', 'ENSG00000108515', 'ENSG00000101464', 'ENSG00000105655', 'ENSG00000088002', 'ENSG00000128311']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
0,5,KEGG,KEGG:03030,DNA replication,4.334123825328445e-05,True,DNA replication,36,170,8,8484,0.047058823529411764,0.2222222222222222,query_1,['KEGG:00000'],"['ENSG00000117748', 'ENSG00000076003', 'ENSG00000163918', 'ENSG00000168496', 'ENSG00000198056', 'ENSG00000111445', 'ENSG00000104889', 'ENSG00000100297']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
1,5,KEGG,KEGG:01240,Biosynthesis of cofactors,0.0056819325820120165,True,Biosynthesis of cofactors,153,170,12,8484,0.07058823529411765,0.0784313725490196,query_1,['KEGG:00000'],"['ENSG00000171793', 'ENSG00000126088', 'ENSG00000114491', 'ENSG00000173085', 'ENSG00000091140', 'ENSG00000182199', 'ENSG00000111275', 'ENSG00000110871', 'ENSG00000100714', 'ENSG00000176974', 'ENSG00000100983', 'ENSG00000239900']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
2,5,KEGG,KEGG:01200,Carbon metabolism,0.010212754033956113,True,Carbon metabolism,115,170,10,8484,0.058823529411764705,0.08695652173913043,query_1,['KEGG:00000'],"['ENSG00000092621', 'ENSG00000091483', 'ENSG00000197894', 'ENSG00000073578', 'ENSG00000091140', 'ENSG00000067829', 'ENSG00000075239', 'ENSG00000120053', 'ENSG00000182199', 'ENSG00000176974']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
3,5,KEGG,KEGG:03040,Spliceosome,0.019525225321317966,True,Spliceosome,174,170,12,8484,0.07058823529411765,0.06896551724137931,query_1,['KEGG:00000'],"['ENSG00000060688', 'ENSG00000183431', 'ENSG00000171960', 'ENSG00000162385', 'ENSG00000116752', 'ENSG00000143368', 'ENSG00000115524', 'ENSG00000164609', 'ENSG00000204389', 'ENSG00000096401', 'ENSG00000125676', 'ENSG00000132792']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
4,5,KEGG,KEGG:01100,Metabolic pathways,0.020032125413561523,True,Metabolic pathways,1537,170,50,8484,0.29411764705882354,0.03253090435914118,query_1,['KEGG:00000'],"['ENSG00000244038', 'ENSG00000117308', 'ENSG00000171793', 'ENSG00000126088', 'ENSG00000092621', 'ENSG00000143753', 'ENSG00000143815', 'ENSG00000091483', 'ENSG00000138029', 'ENSG00000124357', 'ENSG00000114491', 'ENSG00000163655', 'ENSG00000173085', 'ENSG00000198189', 'ENSG00000197894', 'ENSG00000085871', 'ENSG00000073578', 'ENSG00000049860', 'ENSG00000093144', 'ENSG00000106605', 'ENSG00000070669', 'ENSG00000091140', 'ENSG00000067829', 'ENSG00000095380', 'ENSG00000167325', 'ENSG00000149084', 'ENSG00000159063', 'ENSG00000075239', 'ENSG00000067064', 'ENSG00000156110', 'ENSG00000120053', 'ENSG00000065154', 'ENSG00000078237', 'ENSG00000182199', 'ENSG00000111144', 'ENSG00000111275', 'ENSG00000110871', 'ENSG00000198805', 'ENSG00000100504', 'ENSG00000100714', 'ENSG00000213614', 'ENSG00000103876', 'ENSG00000103415', 'ENSG00000159720', 'ENSG00000176974', 'ENSG00000100983', 'ENSG00000000419', 'ENSG00000131100', 'ENSG00000239900', 'ENSG00000159231']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
5,5,KEGG,KEGG:04110,Cell cycle,0.03166183926281165,True,Cell cycle,157,170,11,8484,0.06470588235294118,0.07006369426751592,query_1,['KEGG:00000'],"['ENSG00000116478', 'ENSG00000076003', 'ENSG00000164109', 'ENSG00000145386', 'ENSG00000071539', 'ENSG00000134480', 'ENSG00000196591', 'ENSG00000171320', 'ENSG00000136997', 'ENSG00000130177', 'ENSG00000100297']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
0,6,KEGG,KEGG:04510,Focal adhesion,0.0016102891294068713,True,Focal adhesion,202,115,12,8484,0.10434782608695652,0.0594059405940594,query_1,['KEGG:00000'],"['ENSG00000117461', 'ENSG00000134215', 'ENSG00000058085', 'ENSG00000196878', 'ENSG00000115221', 'ENSG00000081052', 'ENSG00000145431', 'ENSG00000010810', 'ENSG00000134531', 'ENSG00000187498', 'ENSG00000119630', 'ENSG00000137809']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
1,6,KEGG,KEGG:04512,ECM-receptor interaction,0.018061387252611336,True,ECM-receptor interaction,89,115,7,8484,0.06086956521739131,0.07865168539325842,query_1,['KEGG:00000'],"['ENSG00000058085', 'ENSG00000196878', 'ENSG00000115221', 'ENSG00000081052', 'ENSG00000138759', 'ENSG00000187498', 'ENSG00000137809']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
2,6,KEGG,KEGG:05219,Bladder cancer,0.019933629472478544,True,Bladder cancer,41,115,5,8484,0.043478260869565216,0.12195121951219512,query_1,['KEGG:00000'],"['ENSG00000113070', 'ENSG00000100784', 'ENSG00000087245', 'ENSG00000039068', 'ENSG00000100985']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
3,6,KEGG,KEGG:04151,PI3K-Akt signaling pathway,0.028723477419633964,True,PI3K-Akt signaling pathway,356,115,14,8484,0.12173913043478261,0.03932584269662921,query_1,['KEGG:00000'],"['ENSG00000117461', 'ENSG00000058085', 'ENSG00000196878', 'ENSG00000163235', 'ENSG00000115221', 'ENSG00000081052', 'ENSG00000145431', 'ENSG00000091879', 'ENSG00000175305', 'ENSG00000167244', 'ENSG00000187498', 'ENSG00000119630', 'ENSG00000137809', 'ENSG00000225950']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
4,6,KEGG,KEGG:05146,Amoebiasis,0.0394542526528826,True,Amoebiasis,101,115,7,8484,0.06086956521739131,0.06930693069306931,query_1,['KEGG:00000'],"['ENSG00000117461', 'ENSG00000058085', 'ENSG00000196878', 'ENSG00000081052', 'ENSG00000170458', 'ENSG00000187498', 'ENSG00000182621']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
5,6,KEGG,KEGG:04915,Estrogen signaling pathway,0.04654898969088346,True,Estrogen signaling pathway,136,115,8,8484,0.06956521739130435,0.058823529411764705,query_1,['KEGG:00000'],"['ENSG00000117461', 'ENSG00000163235', 'ENSG00000113070', 'ENSG00000087245', 'ENSG00000171346', 'ENSG00000182621', 'ENSG00000100985', 'ENSG00000157542']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
0,8,KEGG,KEGG:04115,p53 signaling pathway,0.008361941935865123,True,p53 signaling pathway,74,123,7,8484,0.056910569105691054,0.0945945945945946,query_1,['KEGG:00000'],"['ENSG00000116717', 'ENSG00000198625', 'ENSG00000105810', 'ENSG00000120889', 'ENSG00000149554', 'ENSG00000135679', 'ENSG00000141682']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
1,8,KEGG,KEGG:04010,MAPK signaling pathway,0.010020004231979199,True,MAPK signaling pathway,301,123,14,8484,0.11382113821138211,0.046511627906976744,query_1,['KEGG:00000'],"['ENSG00000116717', 'ENSG00000138032', 'ENSG00000163513', 'ENSG00000124882', 'ENSG00000138814', 'ENSG00000146648', 'ENSG00000077782', 'ENSG00000176697', 'ENSG00000138166', 'ENSG00000123358', 'ENSG00000175197', 'ENSG00000135090', 'ENSG00000130522', 'ENSG00000142408']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
0,9,KEGG,KEGG:05012,Parkinson disease,8.256373805622113e-14,True,Parkinson disease,265,195,33,8484,0.16923076923076924,0.12452830188679245,query_1,['KEGG:00000'],"['ENSG00000143933', 'ENSG00000143947', 'ENSG00000154277', 'ENSG00000196230', 'ENSG00000008018', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000136810', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000165637', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000184752', 'ENSG00000150991', 'ENSG00000100804', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000141510', 'ENSG00000170315', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000087088', 'ENSG00000185651', 'ENSG00000128272', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
1,9,KEGG,KEGG:03010,Ribosome,5.0194411671043903e-11,True,Ribosome,153,195,23,8484,0.11794871794871795,0.1503267973856209,query_1,['KEGG:00000'],"['ENSG00000142676', 'ENSG00000122406', 'ENSG00000177954', 'ENSG00000171863', 'ENSG00000143947', 'ENSG00000163584', 'ENSG00000231500', 'ENSG00000198034', 'ENSG00000147403', 'ENSG00000147604', 'ENSG00000148303', 'ENSG00000149273', 'ENSG00000089009', 'ENSG00000185088', 'ENSG00000134419', 'ENSG00000161970', 'ENSG00000105372', 'ENSG00000142541', 'ENSG00000170889', 'ENSG00000108107', 'ENSG00000083845', 'ENSG00000129824', 'ENSG00000100316']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
2,9,KEGG,KEGG:05014,Amyotrophic lateral sclerosis,7.190667953342008e-10,True,Amyotrophic lateral sclerosis,363,195,33,8484,0.16923076923076924,0.09090909090909091,query_1,['KEGG:00000'],"['ENSG00000115875', 'ENSG00000233276', 'ENSG00000161011', 'ENSG00000196230', 'ENSG00000112081', 'ENSG00000008018', 'ENSG00000075624', 'ENSG00000122566', 'ENSG00000179091', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000135486', 'ENSG00000184752', 'ENSG00000100804', 'ENSG00000176153', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000141510', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000184009', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000087088', 'ENSG00000128272', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
3,9,KEGG,KEGG:05020,Prion disease,1.625553008391196e-09,True,Prion disease,271,195,28,8484,0.14358974358974358,0.1033210332103321,query_1,['KEGG:00000'],"['ENSG00000196230', 'ENSG00000008018', 'ENSG00000105974', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000109971', 'ENSG00000165637', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000184752', 'ENSG00000100804', 'ENSG00000041357', 'ENSG00000051523', 'ENSG00000142507', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000087088', 'ENSG00000128272', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
4,9,KEGG,KEGG:05016,Huntington disease,2.6891735248187216e-08,True,Huntington disease,305,195,28,8484,0.14358974358974358,0.09180327868852459,query_1,['KEGG:00000'],"['ENSG00000233276', 'ENSG00000196230', 'ENSG00000008018', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000122705', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000165637', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000184752', 'ENSG00000100804', 'ENSG00000176153', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000141510', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000087088', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
5,9,KEGG,KEGG:05022,Pathways of neurodegeneration - multiple diseases,2.0865656051307894e-07,True,Pathways of neurodegeneration - multiple diseases,474,195,34,8484,0.17435897435897435,0.07172995780590717,query_1,['KEGG:00000'],"['ENSG00000143933', 'ENSG00000143947', 'ENSG00000233276', 'ENSG00000154277', 'ENSG00000161011', 'ENSG00000196230', 'ENSG00000008018', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000165637', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000184752', 'ENSG00000150991', 'ENSG00000100804', 'ENSG00000176153', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000170315', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000087088', 'ENSG00000185651', 'ENSG00000128272', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
6,9,KEGG,KEGG:05171,Coronavirus disease - COVID-19,2.5427370781900803e-07,True,Coronavirus disease - COVID-19,231,195,23,8484,0.11794871794871795,0.09956709956709957,query_1,['KEGG:00000'],"['ENSG00000142676', 'ENSG00000122406', 'ENSG00000177954', 'ENSG00000171863', 'ENSG00000143947', 'ENSG00000163584', 'ENSG00000231500', 'ENSG00000198034', 'ENSG00000147403', 'ENSG00000147604', 'ENSG00000148303', 'ENSG00000149273', 'ENSG00000089009', 'ENSG00000185088', 'ENSG00000134419', 'ENSG00000161970', 'ENSG00000105372', 'ENSG00000142541', 'ENSG00000170889', 'ENSG00000108107', 'ENSG00000083845', 'ENSG00000129824', 'ENSG00000100316']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
7,9,KEGG,KEGG:03050,Proteasome,4.697321422011656e-07,True,Proteasome,46,195,11,8484,0.05641025641025641,0.2391304347826087,query_1,['KEGG:00000'],"['ENSG00000008018', 'ENSG00000136930', 'ENSG00000129084', 'ENSG00000100804', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
8,9,KEGG,KEGG:05010,Alzheimer disease,1.577109486179938e-05,True,Alzheimer disease,382,195,27,8484,0.13846153846153847,0.07068062827225131,query_1,['KEGG:00000'],"['ENSG00000143933', 'ENSG00000115310', 'ENSG00000196230', 'ENSG00000008018', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000136930', 'ENSG00000188229', 'ENSG00000129084', 'ENSG00000151366', 'ENSG00000165637', 'ENSG00000111640', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000184752', 'ENSG00000100804', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341', 'ENSG00000128272', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
9,9,KEGG,KEGG:00480,Glutathione metabolism,4.620704382979012e-05,True,Glutathione metabolism,56,195,10,8484,0.05128205128205128,0.17857142857142858,query_1,['KEGG:00000'],"['ENSG00000142657', 'ENSG00000023909', 'ENSG00000143198', 'ENSG00000117592', 'ENSG00000115758', 'ENSG00000233276', 'ENSG00000160211', 'ENSG00000084207', 'ENSG00000008394', 'ENSG00000176153']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
10,9,KEGG,KEGG:05418,Fluid shear stress and atherosclerosis,5.593371308833918e-05,True,Fluid shear stress and atherosclerosis,138,195,15,8484,0.07692307692307693,0.10869565217391304,query_1,['KEGG:00000'],"['ENSG00000143198', 'ENSG00000143933', 'ENSG00000161011', 'ENSG00000096384', 'ENSG00000075624', 'ENSG00000105974', 'ENSG00000135047', 'ENSG00000136810', 'ENSG00000084207', 'ENSG00000008394', 'ENSG00000080824', 'ENSG00000181019', 'ENSG00000051523', 'ENSG00000141510', 'ENSG00000184009']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
11,9,KEGG,KEGG:05132,Salmonella infection,0.00040983545717767337,True,Salmonella infection,249,195,19,8484,0.09743589743589744,0.07630522088353414,query_1,['KEGG:00000'],"['ENSG00000197747', 'ENSG00000113558', 'ENSG00000196230', 'ENSG00000096384', 'ENSG00000075624', 'ENSG00000136810', 'ENSG00000188229', 'ENSG00000149273', 'ENSG00000111640', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000111229', 'ENSG00000088986', 'ENSG00000080824', 'ENSG00000182718', 'ENSG00000184009', 'ENSG00000101608', 'ENSG00000118680', 'ENSG00000087088']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
12,9,KEGG,KEGG:05017,Spinocerebellar ataxia,0.0020024229759217868,True,Spinocerebellar ataxia,141,195,13,8484,0.06666666666666667,0.09219858156028368,query_1,['KEGG:00000'],"['ENSG00000008018', 'ENSG00000005022', 'ENSG00000136930', 'ENSG00000129084', 'ENSG00000165637', 'ENSG00000100804', 'ENSG00000041357', 'ENSG00000142507', 'ENSG00000277791', 'ENSG00000087191', 'ENSG00000101182', 'ENSG00000130706', 'ENSG00000099341']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
13,9,KEGG,KEGG:00010,Glycolysis / Gluconeogenesis,0.013719131892905348,True,Glycolysis / Gluconeogenesis,67,195,8,8484,0.041025641025641026,0.11940298507462686,query_1,['KEGG:00000'],"['ENSG00000074800', 'ENSG00000134333', 'ENSG00000111640', 'ENSG00000111669', 'ENSG00000111716', 'ENSG00000067225', 'ENSG00000149925', 'ENSG00000108602']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
14,9,KEGG,KEGG:05208,Chemical carcinogenesis - reactive oxygen species,0.016602295081726715,True,Chemical carcinogenesis - reactive oxygen species,221,195,15,8484,0.07692307692307693,0.06787330316742081,query_1,['KEGG:00000'],"['ENSG00000143198', 'ENSG00000005022', 'ENSG00000179091', 'ENSG00000151366', 'ENSG00000151632', 'ENSG00000196139', 'ENSG00000165637', 'ENSG00000008394', 'ENSG00000184752', 'ENSG00000181019', 'ENSG00000051523', 'ENSG00000159228', 'ENSG00000198712', 'ENSG00000198786', 'ENSG00000198695']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
15,9,KEGG,KEGG:01200,Carbon metabolism,0.02986770225849729,True,Carbon metabolism,115,195,10,8484,0.05128205128205128,0.08695652173913043,query_1,['KEGG:00000'],"['ENSG00000074800', 'ENSG00000142657', 'ENSG00000163931', 'ENSG00000146701', 'ENSG00000160211', 'ENSG00000177156', 'ENSG00000111640', 'ENSG00000111669', 'ENSG00000067225', 'ENSG00000149925']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
0,10,KEGG,KEGG:04814,Motor proteins,0.006419678751881528,True,Motor proteins,193,79,9,8484,0.11392405063291139,0.046632124352331605,query_1,['KEGG:00000'],"['ENSG00000163879', 'ENSG00000174844', 'ENSG00000106436', 'ENSG00000122735', 'ENSG00000130595', 'ENSG00000158486', 'ENSG00000171595', 'ENSG00000187775', 'ENSG00000101470']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
